time,Hs (m),Tp (sec),DirPeak(deg),Depth(mm),H1/10 (m),Tmean (sec),Dmean (deg),source_file,Dmean
24/07/2024 07:00,0.03,14,174,19500,0.03,16.7,,KNW05_Waves.xlsx,169
24/07/2024 08:00,0.01,25,180,19491,0.02,16.8,,KNW05_Waves.xlsx,159
24/07/2024 09:00,0.03,9.8,258,19484,0.04,14.8,,KNW05_Waves.xlsx,275
24/07/2024 10:00,0.12,2.5,82,19481,0.16,2.9,,KNW05_Waves.xlsx,91
24/07/2024 11:00,0.32,2.7,141,19477,0.4,2.8,,KNW05_Waves.xlsx,85
24/07/2024 12:00,0.52,3,270,19470,0.66,2.9,,KNW05_Waves.xlsx,252
24/07/2024 13:00,0.47,2.8,269,19463,0.6,3,,KNW05_Waves.xlsx,256
24/07/2024 14:00,0.48,3.1,255,19463,0.61,3,,KNW05_Waves.xlsx,255
24/07/2024 15:00,0.46,3,244,19469,0.58,3.1,,KNW05_Waves.xlsx,240
24/07/2024 16:00,0.42,3.1,113,19470,0.53,3.1,,KNW05_Waves.xlsx,215
24/07/2024 17:00,0.32,2.8,245,19480,0.4,2.9,,KNW05_Waves.xlsx,242
24/07/2024 18:00,0.24,2.7,100,19490,0.31,2.9,,KNW05_Waves.xlsx,157
24/07/2024 19:00,0.15,2.7,334,19488,0.19,2.9,,KNW05_Waves.xlsx,285
24/07/2024 20:00,0.03,11.5,62,19480,0.04,15.1,,KNW05_Waves.xlsx,69
24/07/2024 21:00,0.03,11.5,237,19486,0.04,16.8,,KNW05_Waves.xlsx,241
24/07/2024 22:00,0.03,18,311,19486,0.03,18.2,,KNW05_Waves.xlsx,319
24/07/2024 23:00,0.03,18,306,19489,0.04,17.5,,KNW05_Waves.xlsx,308
25/07/2024 00:00,0.02,25,310,19487,0.03,17.1,,KNW05_Waves.xlsx,293
25/07/2024 01:00,0.03,11.5,258,19483,0.04,13.8,,KNW05_Waves.xlsx,229
25/07/2024 02:00,0.04,4.4,46,19483,0.05,6.4,,KNW05_Waves.xlsx,89
25/07/2024 03:00,0.04,9.8,240,19481,0.05,14.7,,KNW05_Waves.xlsx,238
25/07/2024 04:00,0.02,9.8,194,19482,0.02,12.7,,KNW05_Waves.xlsx,163
25/07/2024 05:00,0.04,8.5,230,19492,0.04,11.8,,KNW05_Waves.xlsx,164
25/07/2024 06:00,0.03,9.8,254,19494,0.04,13.2,,KNW05_Waves.xlsx,276
25/07/2024 07:00,0.02,9.8,46,19480,0.03,15.4,,KNW05_Waves.xlsx,22
25/07/2024 08:00,0.03,9.8,58,19472,0.04,13.9,,KNW05_Waves.xlsx,14
25/07/2024 09:00,0.02,14,266,19466,0.02,15.3,,KNW05_Waves.xlsx,256
25/07/2024 10:00,0.11,2.2,120,19460,0.14,2.7,,KNW05_Waves.xlsx,171
25/07/2024 11:00,0.23,2.5,315,19457,0.29,2.7,,KNW05_Waves.xlsx,285
25/07/2024 12:00,0.37,2.8,259,19463,0.47,2.8,,KNW05_Waves.xlsx,214
25/07/2024 13:00,0.39,2.8,246,19459,0.5,2.9,,KNW05_Waves.xlsx,231
25/07/2024 14:00,0.32,3,254,19461,0.41,2.9,,KNW05_Waves.xlsx,219
25/07/2024 15:00,0.32,2.7,277,19456,0.41,2.9,,KNW05_Waves.xlsx,279
25/07/2024 16:00,0.21,2.5,231,19459,0.27,2.8,,KNW05_Waves.xlsx,277
25/07/2024 17:00,0.19,2.3,352,19464,0.24,2.5,,KNW05_Waves.xlsx,353
25/07/2024 18:00,0.03,11.5,162,19469,0.03,14.5,,KNW05_Waves.xlsx,193
25/07/2024 19:00,0.05,11.5,134,19462,0.06,14.6,,KNW05_Waves.xlsx,135
25/07/2024 20:00,0.04,18,214,19458,0.04,14.8,,KNW05_Waves.xlsx,282
25/07/2024 21:00,0.02,11.5,50,19455,0.03,15.8,,KNW05_Waves.xlsx,93
25/07/2024 22:00,0.02,9.8,42,19457,0.03,13.5,,KNW05_Waves.xlsx,34
25/07/2024 23:00,0.04,6.7,34,19462,0.04,9.3,,KNW05_Waves.xlsx,42
26/07/2024 00:00,0.04,11.5,198,19464,0.05,12,,KNW05_Waves.xlsx,263
26/07/2024 01:00,0.03,9.8,42,19463,0.04,13.8,,KNW05_Waves.xlsx,29
26/07/2024 02:00,0.03,11.5,14,19464,0.04,12.7,,KNW05_Waves.xlsx,26
26/07/2024 03:00,0.03,9.8,94,19467,0.04,14.8,,KNW05_Waves.xlsx,89
26/07/2024 04:00,0.02,9.8,282,19468,0.03,13.1,,KNW05_Waves.xlsx,293
26/07/2024 05:00,0.04,18,34,19480,0.05,6.4,,KNW05_Waves.xlsx,43
26/07/2024 06:00,0.09,2.8,306,19469,0.11,3.2,,KNW05_Waves.xlsx,280
26/07/2024 07:00,0.03,14,86,19464,0.04,15.3,,KNW05_Waves.xlsx,118
26/07/2024 08:00,0.03,11.5,142,19462,0.04,9.6,,KNW05_Waves.xlsx,127
26/07/2024 09:00,0.03,11.5,286,19454,0.03,14.2,,KNW05_Waves.xlsx,267
26/07/2024 10:00,0.02,11.5,160,19459,0.02,14.9,,KNW05_Waves.xlsx,145
26/07/2024 11:00,0.13,2.5,3,19454,0.17,2.9,,KNW05_Waves.xlsx,317
26/07/2024 12:00,0.37,2.6,34,19451,0.47,2.7,,KNW05_Waves.xlsx,344
26/07/2024 13:00,0.23,2.8,166,19463,0.3,2.8,,KNW05_Waves.xlsx,199
26/07/2024 14:00,0.31,2.5,122,19457,0.39,2.7,,KNW05_Waves.xlsx,171
26/07/2024 15:00,0.26,2.7,96,19461,0.33,2.8,,KNW05_Waves.xlsx,279
26/07/2024 16:00,0.23,2.7,78,19468,0.3,2.7,,KNW05_Waves.xlsx,194
26/07/2024 17:00,0.15,2.4,6,19477,0.19,2.6,,KNW05_Waves.xlsx,10
26/07/2024 18:00,0.03,7.5,114,19486,0.04,11.5,,KNW05_Waves.xlsx,137
26/07/2024 19:00,0.03,9.8,6,19493,0.03,11.3,,KNW05_Waves.xlsx,350
26/07/2024 20:00,0.04,11.5,86,19491,0.04,14.7,,KNW05_Waves.xlsx,64
26/07/2024 21:00,0.02,14,70,19492,0.03,13.8,,KNW05_Waves.xlsx,68
26/07/2024 22:00,0.03,9.8,162,19489,0.04,14.3,,KNW05_Waves.xlsx,143
26/07/2024 23:00,0.03,11.5,102,19488,0.04,15,,KNW05_Waves.xlsx,134
27/07/2024 00:00,0.13,2.3,134,19488,0.17,2.5,,KNW05_Waves.xlsx,129
27/07/2024 01:00,0.03,14,314,19489,0.04,10.2,,KNW05_Waves.xlsx,308
27/07/2024 02:00,0.03,9.8,86,19488,0.03,14.1,,KNW05_Waves.xlsx,128
27/07/2024 03:00,0.02,14,320,19493,0.03,17.6,,KNW05_Waves.xlsx,327
27/07/2024 04:00,0.02,11.5,178,19496,0.03,12.7,,KNW05_Waves.xlsx,184
27/07/2024 05:00,0.02,9.8,278,19497,0.02,13.3,,KNW05_Waves.xlsx,315
27/07/2024 06:00,0.03,9.8,212,19501,0.04,14.7,,KNW05_Waves.xlsx,261
27/07/2024 07:00,0.03,25,150,19503,0.04,15.9,,KNW05_Waves.xlsx,123
27/07/2024 08:00,0.04,11.5,186,19484,0.04,15,,KNW05_Waves.xlsx,184
27/07/2024 09:00,0.02,9.8,66,19480,0.03,12.7,,KNW05_Waves.xlsx,97
27/07/2024 10:00,0.03,14,212,19472,0.03,15,,KNW05_Waves.xlsx,168
27/07/2024 11:00,0.03,9.8,292,19466,0.04,12.5,,KNW05_Waves.xlsx,291
27/07/2024 12:00,0.32,2.6,62,19469,0.41,2.7,,KNW05_Waves.xlsx,321
27/07/2024 13:00,0.29,2.8,298,19472,0.37,2.8,,KNW05_Waves.xlsx,3
27/07/2024 14:00,0.36,2.8,231,19469,0.46,2.9,,KNW05_Waves.xlsx,212
27/07/2024 15:00,0.39,2.8,232,19477,0.49,2.9,,KNW05_Waves.xlsx,257
27/07/2024 16:00,0.32,2.8,245,19478,0.4,3,,KNW05_Waves.xlsx,213
27/07/2024 17:00,0.12,2.7,158,19486,0.16,3.1,,KNW05_Waves.xlsx,252
27/07/2024 18:00,0.03,25,306,19490,0.04,17.8,,KNW05_Waves.xlsx,334
27/07/2024 19:00,0.04,9.8,106,19484,0.05,12.2,,KNW05_Waves.xlsx,115
27/07/2024 20:00,0.06,2.8,310,19488,0.08,3.6,,KNW05_Waves.xlsx,218
27/07/2024 21:00,0.04,18,266,19485,0.04,17.5,,KNW05_Waves.xlsx,219
27/07/2024 22:00,0.04,9.8,162,19485,0.05,6.1,,KNW05_Waves.xlsx,179
27/07/2024 23:00,0.02,9.8,142,19482,0.03,12.9,,KNW05_Waves.xlsx,101
28/07/2024 00:00,0.07,2.8,174,19483,0.09,4.4,,KNW05_Waves.xlsx,162
28/07/2024 01:00,0.02,18,220,19495,0.03,17.4,,KNW05_Waves.xlsx,204
28/07/2024 02:00,0.03,9.8,138,19489,0.04,13.4,,KNW05_Waves.xlsx,104
28/07/2024 03:00,0.1,2.3,12,19498,0.13,2.7,,KNW05_Waves.xlsx,52
28/07/2024 04:00,0.02,25,190,19488,0.02,16.4,,KNW05_Waves.xlsx,177
28/07/2024 05:00,0.05,3.3,101,19496,0.07,4.2,,KNW05_Waves.xlsx,111
28/07/2024 06:00,0.14,2.2,198,19503,0.18,2.5,,KNW05_Waves.xlsx,92
28/07/2024 07:00,0.03,9.8,310,19508,0.04,12.5,,KNW05_Waves.xlsx,298
28/07/2024 08:00,0.04,14,162,19493,0.06,10.7,,KNW05_Waves.xlsx,212
28/07/2024 09:00,0.03,9.8,10,19483,0.04,10.8,,KNW05_Waves.xlsx,347
28/07/2024 10:00,0.03,18,262,19476,0.04,18.3,,KNW05_Waves.xlsx,215
28/07/2024 11:00,0.4,3,276,19467,0.51,2.9,,KNW05_Waves.xlsx,267
28/07/2024 12:00,0.51,3,226,19457,0.65,2.8,,KNW05_Waves.xlsx,226
28/07/2024 13:00,0.5,3,254,19463,0.64,2.9,,KNW05_Waves.xlsx,247
28/07/2024 14:00,0.34,3,245,19463,0.43,2.9,,KNW05_Waves.xlsx,229
28/07/2024 15:00,0.3,3,235,19462,0.38,2.9,,KNW05_Waves.xlsx,234
28/07/2024 16:00,0.25,2.6,74,19455,0.31,2.8,,KNW05_Waves.xlsx,101
28/07/2024 17:00,0.19,2.7,248,19457,0.24,3,,KNW05_Waves.xlsx,235
28/07/2024 18:00,0.13,2.8,60,19458,0.16,3.1,,KNW05_Waves.xlsx,352
28/07/2024 19:00,0.05,3.1,246,19458,0.06,5.2,,KNW05_Waves.xlsx,276
28/07/2024 20:00,0.03,9.8,14,19457,0.04,15,,KNW05_Waves.xlsx,21
28/07/2024 21:00,0.16,2.6,288,19457,0.2,2.9,,KNW05_Waves.xlsx,331
28/07/2024 22:00,0.03,11.5,54,19465,0.04,14.1,,KNW05_Waves.xlsx,353
28/07/2024 23:00,0.04,9.8,150,19461,0.05,14.6,,KNW05_Waves.xlsx,164
29/07/2024 00:00,0.03,14,286,19452,0.04,15.2,,KNW05_Waves.xlsx,269
29/07/2024 01:00,0.04,9.8,210,19450,0.05,11.6,,KNW05_Waves.xlsx,202
29/07/2024 02:00,0.03,11.5,54,19457,0.04,14.1,,KNW05_Waves.xlsx,75
29/07/2024 03:00,0.09,2.4,58,19464,0.11,3.5,,KNW05_Waves.xlsx,60
29/07/2024 04:00,0.04,18,194,19468,0.05,8.3,,KNW05_Waves.xlsx,146
29/07/2024 05:00,0.03,14,312,19474,0.04,13.8,,KNW05_Waves.xlsx,327
29/07/2024 06:00,0.02,14,96,19473,0.03,14.3,,KNW05_Waves.xlsx,113
29/07/2024 07:00,0.03,14,10,19464,0.04,16.7,,KNW05_Waves.xlsx,352
29/07/2024 08:00,0.06,9.8,314,19449,0.08,4.1,,KNW05_Waves.xlsx,295
29/07/2024 09:00,0.02,9.8,102,19440,0.03,15.9,,KNW05_Waves.xlsx,151
29/07/2024 10:00,0.02,14,138,19429,0.03,16.8,,KNW05_Waves.xlsx,137
29/07/2024 11:00,0.04,3.1,138,19424,0.05,4,,KNW05_Waves.xlsx,146
29/07/2024 12:00,0.21,2.7,242,19415,0.27,2.9,,KNW05_Waves.xlsx,327
29/07/2024 13:00,0.33,2.7,237,19406,0.42,2.8,,KNW05_Waves.xlsx,240
29/07/2024 14:00,0.44,3,252,19410,0.55,2.9,,KNW05_Waves.xlsx,261
29/07/2024 15:00,0.55,2.8,269,19400,0.7,3.1,,KNW05_Waves.xlsx,257
29/07/2024 16:00,0.39,3,229,19402,0.49,3,,KNW05_Waves.xlsx,219
29/07/2024 17:00,0.45,3,260,19416,0.57,3,,KNW05_Waves.xlsx,243
29/07/2024 18:00,0.26,2.7,233,19423,0.32,2.9,,KNW05_Waves.xlsx,259
29/07/2024 19:00,0.21,2.6,75,19428,0.27,2.9,,KNW05_Waves.xlsx,235
29/07/2024 20:00,0.08,2.8,354,19420,0.1,4.2,,KNW05_Waves.xlsx,351
29/07/2024 21:00,0.03,11.5,110,19418,0.04,10.9,,KNW05_Waves.xlsx,53
29/07/2024 22:00,0.03,11.5,94,19425,0.04,13.4,,KNW05_Waves.xlsx,120
29/07/2024 23:00,0.03,9.8,210,19425,0.04,12.9,,KNW05_Waves.xlsx,223
30/07/2024 00:00,0.02,14,318,19427,0.02,15,,KNW05_Waves.xlsx,287
30/07/2024 01:00,0.02,25,170,19426,0.03,17,,KNW05_Waves.xlsx,130
30/07/2024 02:00,0.04,18,110,19423,0.06,14.6,,KNW05_Waves.xlsx,69
30/07/2024 03:00,0.04,9.8,270,19415,0.05,9.5,,KNW05_Waves.xlsx,274
30/07/2024 04:00,0.02,9.8,78,19414,0.03,13.7,,KNW05_Waves.xlsx,83
30/07/2024 05:00,0.04,11.5,182,19425,0.05,13.7,,KNW05_Waves.xlsx,183
30/07/2024 06:00,0.03,9.8,306,19433,0.04,13.6,,KNW05_Waves.xlsx,337
30/07/2024 07:00,0.02,9.8,222,19435,0.03,13.5,,KNW05_Waves.xlsx,182
30/07/2024 08:00,0.03,9.8,126,19425,0.03,14.2,,KNW05_Waves.xlsx,139
30/07/2024 09:00,0.06,3,36,19414,0.07,4.2,,KNW05_Waves.xlsx,149
30/07/2024 10:00,0.31,2.6,340,19410,0.39,2.8,,KNW05_Waves.xlsx,237
30/07/2024 11:00,0.41,2.7,235,19403,0.52,3,,KNW05_Waves.xlsx,226
30/07/2024 12:00,0.49,3,255,19395,0.62,3,,KNW05_Waves.xlsx,251
30/07/2024 13:00,0.44,3.4,270,19399,0.56,3.1,,KNW05_Waves.xlsx,243
30/07/2024 14:00,0.51,3.1,251,19388,0.65,3.1,,KNW05_Waves.xlsx,252
30/07/2024 15:00,0.51,3.4,261,19385,0.65,3.2,,KNW05_Waves.xlsx,251
30/07/2024 16:00,0.46,3.3,255,19391,0.58,3.1,,KNW05_Waves.xlsx,252
30/07/2024 17:00,0.48,3.3,254,19395,0.6,3.1,,KNW05_Waves.xlsx,248
30/07/2024 18:00,0.41,3,241,19411,0.53,3,,KNW05_Waves.xlsx,234
30/07/2024 19:00,0.26,2.8,339,19411,0.33,2.9,,KNW05_Waves.xlsx,243
30/07/2024 20:00,0.04,14,222,19412,0.05,16.4,,KNW05_Waves.xlsx,211
30/07/2024 21:00,0.02,11.5,74,19422,0.03,14.5,,KNW05_Waves.xlsx,74
30/07/2024 22:00,0.03,9.8,110,19424,0.04,13.7,,KNW05_Waves.xlsx,109
30/07/2024 23:00,0.04,11.5,138,19423,0.04,14.8,,KNW05_Waves.xlsx,149
31/07/2024 00:00,0.02,9.8,190,19424,0.03,13.1,,KNW05_Waves.xlsx,186
31/07/2024 01:00,0.01,18,166,19423,0.02,20.7,,KNW05_Waves.xlsx,163
31/07/2024 02:00,0.04,11.5,134,19421,0.05,13.3,,KNW05_Waves.xlsx,120
31/07/2024 03:00,0.03,9.8,324,19426,0.04,15.3,,KNW05_Waves.xlsx,336
31/07/2024 04:00,0.03,11.5,338,19421,0.03,16.2,,KNW05_Waves.xlsx,344
31/07/2024 05:00,0.08,18,2,19445,0.1,3.3,,KNW05_Waves.xlsx,338
31/07/2024 06:00,0.03,11.5,254,19453,0.03,16.7,,KNW05_Waves.xlsx,285
31/07/2024 07:00,0.04,8.5,30,19437,0.05,10.5,,KNW05_Waves.xlsx,292
31/07/2024 08:00,0.04,6.7,54,19433,0.04,9.9,,KNW05_Waves.xlsx,73
31/07/2024 09:00,0.03,9.8,2,19424,0.04,13.2,,KNW05_Waves.xlsx,333
31/07/2024 10:00,0.04,7.5,308,19415,0.05,10.3,,KNW05_Waves.xlsx,256
31/07/2024 11:00,0.02,25,10,19411,0.03,21.8,,KNW05_Waves.xlsx,27
31/07/2024 12:00,0.39,2.8,104,19414,0.49,2.9,,KNW05_Waves.xlsx,243
31/07/2024 13:00,0.58,3.1,273,19407,0.73,3,,KNW05_Waves.xlsx,258
31/07/2024 14:00,0.62,3.3,132,19409,0.79,3.3,,KNW05_Waves.xlsx,202
31/07/2024 15:00,0.4,3.1,237,19393,0.51,3,,KNW05_Waves.xlsx,233
31/07/2024 16:00,0.45,3.1,249,19417,0.57,3,,KNW05_Waves.xlsx,239
31/07/2024 17:00,0.32,2.8,242,19422,0.4,3,,KNW05_Waves.xlsx,217
31/07/2024 18:00,0.18,2.6,106,19418,0.23,2.8,,KNW05_Waves.xlsx,90
31/07/2024 19:00,0.03,11.5,314,19430,0.04,14,,KNW05_Waves.xlsx,287
31/07/2024 20:00,0.02,11.5,302,19432,0.03,12.2,,KNW05_Waves.xlsx,312
31/07/2024 21:00,0.02,18,34,19424,0.02,18.8,,KNW05_Waves.xlsx,47
31/07/2024 22:00,0.03,9.8,182,19436,0.04,13.6,,KNW05_Waves.xlsx,201
31/07/2024 23:00,0.02,9.8,86,19437,0.03,13.5,,KNW05_Waves.xlsx,125
01/08/2024 00:00,0.03,9.8,74,19436,0.04,11.5,,KNW05_Waves.xlsx,118
01/08/2024 01:00,0.02,14,94,19433,0.03,15.6,,KNW05_Waves.xlsx,86
01/08/2024 02:00,0.03,9.8,238,19439,0.03,12.3,,KNW05_Waves.xlsx,222
01/08/2024 03:00,0.02,25,250,19439,0.02,18.3,,KNW05_Waves.xlsx,203
01/08/2024 04:00,0.03,11.5,202,19450,0.04,13.3,,KNW05_Waves.xlsx,211
01/08/2024 05:00,0.05,3.9,59,19453,0.06,6.7,,KNW05_Waves.xlsx,93
01/08/2024 06:00,0.03,11.5,50,19444,0.04,15,,KNW05_Waves.xlsx,53
01/08/2024 07:00,0.03,18,58,19441,0.04,8.7,,KNW05_Waves.xlsx,63
01/08/2024 08:00,0.11,2.2,206,19438,0.14,2.7,,KNW05_Waves.xlsx,195
01/08/2024 09:00,0.03,14,50,19432,0.04,14.3,,KNW05_Waves.xlsx,32
01/08/2024 10:00,0.08,2.3,114,19430,0.1,3.3,,KNW05_Waves.xlsx,132
01/08/2024 11:00,0.04,3.9,214,19413,0.05,6.1,,KNW05_Waves.xlsx,164
01/08/2024 12:00,0.44,3.1,266,19407,0.56,3.1,,KNW05_Waves.xlsx,258
01/08/2024 13:00,0.47,3.1,277,19412,0.6,2.9,,KNW05_Waves.xlsx,262
01/08/2024 14:00,0.46,2.8,250,19410,0.58,3,,KNW05_Waves.xlsx,233
01/08/2024 15:00,0.45,3,253,19400,0.57,2.8,,KNW05_Waves.xlsx,270
01/08/2024 16:00,0.42,3,282,19405,0.53,3,,KNW05_Waves.xlsx,246
01/08/2024 17:00,0.38,3,253,19403,0.48,2.9,,KNW05_Waves.xlsx,208
01/08/2024 18:00,0.22,2.7,230,19423,0.28,2.9,,KNW05_Waves.xlsx,222
01/08/2024 19:00,0.11,2.6,242,19421,0.14,3,,KNW05_Waves.xlsx,293
01/08/2024 20:00,0.07,2.7,206,19435,0.08,3.3,,KNW05_Waves.xlsx,99
01/08/2024 21:00,0.04,8.5,106,19437,0.05,12.8,,KNW05_Waves.xlsx,111
01/08/2024 22:00,0.03,9.8,78,19438,0.04,13.7,,KNW05_Waves.xlsx,42
01/08/2024 23:00,0.02,9.8,202,19435,0.03,15.6,,KNW05_Waves.xlsx,193
02/08/2024 00:00,0.03,14,46,19430,0.04,15.1,,KNW05_Waves.xlsx,358
02/08/2024 01:00,0.04,11.5,320,19427,0.04,7.8,,KNW05_Waves.xlsx,346
02/08/2024 02:00,0.03,11.5,310,19428,0.04,14.7,,KNW05_Waves.xlsx,343
02/08/2024 03:00,0.03,9.8,106,19428,0.03,14.5,,KNW05_Waves.xlsx,123
02/08/2024 04:00,0.03,7.5,198,19432,0.04,9.1,,KNW05_Waves.xlsx,204
02/08/2024 05:00,0.06,3.1,222,19439,0.08,4,,KNW05_Waves.xlsx,267
02/08/2024 06:00,0.04,11.5,98,19442,0.04,10.4,,KNW05_Waves.xlsx,87
02/08/2024 07:00,0.02,18,298,19430,0.03,19.4,,KNW05_Waves.xlsx,241
02/08/2024 08:00,0.03,18,310,19422,0.04,16.5,,KNW05_Waves.xlsx,264
02/08/2024 09:00,0.03,11.5,278,19415,0.04,14.5,,KNW05_Waves.xlsx,296
02/08/2024 10:00,0.02,18,90,19403,0.03,16.9,,KNW05_Waves.xlsx,126
02/08/2024 11:00,0.04,25,343,19395,0.05,18.1,,KNW05_Waves.xlsx,338
02/08/2024 12:00,0.48,3,76,19398,0.61,2.9,,KNW05_Waves.xlsx,261
02/08/2024 13:00,0.58,3,243,19396,0.74,3,,KNW05_Waves.xlsx,256
02/08/2024 14:00,0.63,3.4,257,19378,0.8,3.2,,KNW05_Waves.xlsx,256
02/08/2024 15:00,0.51,3.3,259,19373,0.65,3.2,,KNW05_Waves.xlsx,258
02/08/2024 16:00,0.51,3.3,260,19396,0.64,3.1,,KNW05_Waves.xlsx,250
02/08/2024 17:00,0.42,3.1,128,19391,0.54,3,,KNW05_Waves.xlsx,238
02/08/2024 18:00,0.28,2.8,238,19395,0.36,2.9,,KNW05_Waves.xlsx,271
02/08/2024 19:00,0.07,2.8,46,19405,0.09,3.5,,KNW05_Waves.xlsx,314
02/08/2024 20:00,0.03,11.5,126,19406,0.04,14,,KNW05_Waves.xlsx,136
02/08/2024 21:00,0.03,9.8,38,19401,0.04,13.5,,KNW05_Waves.xlsx,341
02/08/2024 22:00,0.03,14,302,19397,0.04,14.5,,KNW05_Waves.xlsx,328
02/08/2024 23:00,0.02,11.5,284,19403,0.03,16.6,,KNW05_Waves.xlsx,299
03/08/2024 00:00,0.03,11.5,214,19405,0.04,15.9,,KNW05_Waves.xlsx,220
03/08/2024 01:00,0.03,9.8,138,19387,0.04,13.1,,KNW05_Waves.xlsx,78
03/08/2024 02:00,0.02,18,70,19387,0.02,18.1,,KNW05_Waves.xlsx,97
03/08/2024 03:00,0.03,9.8,262,19391,0.04,15.2,,KNW05_Waves.xlsx,215
03/08/2024 04:00,0.03,9.8,62,19390,0.04,12.3,,KNW05_Waves.xlsx,38
03/08/2024 05:00,0.09,2.5,86,19410,0.11,3.4,,KNW05_Waves.xlsx,95
03/08/2024 06:00,0.04,9.8,194,19417,0.05,8,,KNW05_Waves.xlsx,192
03/08/2024 07:00,0.03,9.8,314,19412,0.04,13,,KNW05_Waves.xlsx,291
03/08/2024 08:00,0.05,8.5,122,19408,0.06,6.1,,KNW05_Waves.xlsx,144
03/08/2024 09:00,0.17,2.5,315,19406,0.21,2.8,,KNW05_Waves.xlsx,163
03/08/2024 10:00,0.27,2.5,107,19400,0.34,2.7,,KNW05_Waves.xlsx,162
03/08/2024 11:00,0.27,2.6,58,19396,0.34,2.7,,KNW05_Waves.xlsx,47
03/08/2024 12:00,0.35,2.6,106,19395,0.45,2.9,,KNW05_Waves.xlsx,269
03/08/2024 13:00,0.39,3,334,19383,0.49,2.9,,KNW05_Waves.xlsx,315
03/08/2024 14:00,0.44,2.8,244,19377,0.56,3,,KNW05_Waves.xlsx,201
03/08/2024 15:00,0.37,3,245,19379,0.47,3,,KNW05_Waves.xlsx,245
03/08/2024 16:00,0.28,2.7,227,19378,0.36,2.8,,KNW05_Waves.xlsx,87
03/08/2024 17:00,0.17,2.7,254,19383,0.21,2.9,,KNW05_Waves.xlsx,163
03/08/2024 18:00,0.04,8.5,314,19394,0.05,10.4,,KNW05_Waves.xlsx,311
03/08/2024 19:00,0.04,9.8,318,19396,0.05,9.3,,KNW05_Waves.xlsx,327
03/08/2024 20:00,0.03,25,359,19399,0.04,20.2,,KNW05_Waves.xlsx,28
03/08/2024 21:00,0.03,14,62,19404,0.04,15.7,,KNW05_Waves.xlsx,31
03/08/2024 22:00,0.02,9.8,238,19389,0.03,15.6,,KNW05_Waves.xlsx,213
03/08/2024 23:00,0.03,14,146,19398,0.04,13.9,,KNW05_Waves.xlsx,94
04/08/2024 00:00,0.02,25,306,19384,0.03,20.3,,KNW05_Waves.xlsx,303
04/08/2024 01:00,0.02,11.5,126,19386,0.03,14.4,,KNW05_Waves.xlsx,154
04/08/2024 02:00,0.03,11.5,54,19390,0.04,13.9,,KNW05_Waves.xlsx,72
04/08/2024 03:00,0.03,7.5,342,19401,0.04,10.6,,KNW05_Waves.xlsx,37
04/08/2024 04:00,0.11,2.3,110,19418,0.14,2.6,,KNW05_Waves.xlsx,106
04/08/2024 05:00,0.03,18,54,19421,0.04,15.3,,KNW05_Waves.xlsx,40
04/08/2024 06:00,0.03,9.8,354,19411,0.03,15.5,,KNW05_Waves.xlsx,353
04/08/2024 07:00,0.03,9.8,318,19409,0.04,14.6,,KNW05_Waves.xlsx,351
04/08/2024 08:00,0.04,18,134,19403,0.05,16.5,,KNW05_Waves.xlsx,87
04/08/2024 09:00,0.02,11.5,158,19392,0.03,16,,KNW05_Waves.xlsx,165
04/08/2024 10:00,0.02,18,102,19387,0.03,15.2,,KNW05_Waves.xlsx,62
04/08/2024 11:00,0.3,2.6,214,19387,0.39,2.8,,KNW05_Waves.xlsx,234
04/08/2024 12:00,0.35,2.7,277,19382,0.45,2.9,,KNW05_Waves.xlsx,291
04/08/2024 13:00,0.41,2.8,245,19372,0.53,3,,KNW05_Waves.xlsx,223
04/08/2024 14:00,0.45,3.1,241,19367,0.57,3,,KNW05_Waves.xlsx,238
04/08/2024 15:00,0.46,2.8,244,19365,0.58,3.1,,KNW05_Waves.xlsx,262
04/08/2024 16:00,0.41,3.1,131,19371,0.52,3,,KNW05_Waves.xlsx,217
04/08/2024 17:00,0.27,2.7,317,19382,0.34,2.9,,KNW05_Waves.xlsx,26
04/08/2024 18:00,0.16,2.7,352,19393,0.2,3,,KNW05_Waves.xlsx,77
04/08/2024 19:00,0.03,8.5,190,19386,0.04,11.5,,KNW05_Waves.xlsx,173
04/08/2024 20:00,0.03,25,198,19382,0.04,17.4,,KNW05_Waves.xlsx,166
04/08/2024 21:00,0.09,2.2,282,19376,0.11,3.4,,KNW05_Waves.xlsx,281
04/08/2024 22:00,0.02,11.5,320,19377,0.03,13.1,,KNW05_Waves.xlsx,337
04/08/2024 23:00,0.02,11.5,28,19382,0.03,14.5,,KNW05_Waves.xlsx,39
05/08/2024 00:00,0.04,11.5,2,19381,0.05,7.7,,KNW05_Waves.xlsx,46
05/08/2024 01:00,0.04,9.8,242,19386,0.05,6.4,,KNW05_Waves.xlsx,190
05/08/2024 02:00,0.07,2.6,45,19388,0.09,3.3,,KNW05_Waves.xlsx,43
05/08/2024 03:00,0.04,9.8,172,19391,0.05,13.5,,KNW05_Waves.xlsx,182
05/08/2024 04:00,0.03,9.8,306,19399,0.03,11.6,,KNW05_Waves.xlsx,301
05/08/2024 05:00,0.06,3.1,250,19400,0.07,5.1,,KNW05_Waves.xlsx,197
05/08/2024 06:00,0.11,2.4,214,19399,0.13,2.8,,KNW05_Waves.xlsx,240
05/08/2024 07:00,0.04,11.5,278,19399,0.04,8.6,,KNW05_Waves.xlsx,235
